,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_hour,Arrival_minutes,Dept_hour,Dept_minutes,Duration_minutes
9446,Air India,Kolkata,Banglore,1,No info,12173,24,3,2019,12,30,20,30,960
8669,IndiGo,Kolkata,Banglore,0,No info,6565,3,3,2019,12,55,10,10,165
5408,SpiceJet,Kolkata,Banglore,0,No info,3873,1,6,2019,9,30,6,55,155
5788,Air India,Kolkata,Banglore,2,No info,11542,21,5,2019,13,45,9,25,1700
5742,SpiceJet,Mumbai,Hyderabad,0,No info,2437,1,5,2019,14,45,13,15,90
7667,IndiGo,Banglore,Delhi,0,No info,4591,21,4,2019,13,0,10,10,170
5567,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,19,0,8,0,660
8135,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,24,3,2019,9,15,16,55,980
1202,Air India,Kolkata,Banglore,2,No info,9416,9,5,2019,7,55,12,0,1195
5765,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,15,6,2019,19,0,5,30,810
8389,SpiceJet,Mumbai,Hyderabad,0,No info,2017,21,5,2019,7,15,5,45,90
1970,Vistara,Kolkata,Banglore,1,No info,9397,9,6,2019,9,5,7,10,1555
4018,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,9,5,2019,11,25,9,0,145
3687,IndiGo,Banglore,Delhi,0,No info,4823,21,4,2019,21,50,18,55,175
1997,Jet Airways,Banglore,New Delhi,1,No info,19225,6,3,2019,18,25,11,40,405
4033,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,5608,9,6,2019,17,35,10,20,435
1248,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,4,25,21,50,395
2192,IndiGo,Delhi,Cochin,1,No info,6442,3,6,2019,22,30,8,35,835
2712,SpiceJet,Mumbai,Hyderabad,0,No info,2017,15,6,2019,0,15,22,45,90
9184,Multiple carriers,Delhi,Cochin,1,No info,13135,6,3,2019,15,30,4,0,690
2190,Air India,Kolkata,Banglore,1,No info,7662,6,6,2019,21,5,16,45,1700
4670,IndiGo,Delhi,Cochin,1,No info,7048,27,3,2019,13,20,4,45,515
5142,Jet Airways,Delhi,Cochin,2,No info,14441,27,6,2019,12,35,5,30,425
5984,IndiGo,Delhi,Cochin,1,No info,10958,18,5,2019,4,35,23,30,305
6565,Jet Airways,Banglore,New Delhi,0,No info,7229,9,3,2019,22,35,19,55,160
7804,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,23,0,16,55,365
6943,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,7,40,22,55,525
9510,IndiGo,Kolkata,Banglore,0,No info,4804,27,5,2019,0,50,22,15,155
2136,Vistara,Delhi,Cochin,0,No info,6216,15,5,2019,9,10,6,0,190
1065,Jet Airways,Delhi,Cochin,2,No info,20064,3,3,2019,4,25,5,25,2820
600,Multiple carriers,Delhi,Cochin,1,No info,9211,18,5,2019,19,15,11,40,455
4227,Jet Airways,Kolkata,Banglore,1,No info,13941,12,5,2019,4,40,8,25,1215
7577,Air India,Delhi,Cochin,1,No info,5957,27,3,2019,9,25,9,45,1420
77,IndiGo,Mumbai,Hyderabad,0,No info,4049,3,4,2019,7,55,6,25,90
7546,Jet Airways,Kolkata,Banglore,1,No info,14388,18,5,2019,10,5,14,5,1200
2898,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,4,25,15,0,805
4820,Jet Airways,Kolkata,Banglore,1,No info,14388,15,5,2019,10,5,18,55,910
9506,IndiGo,Chennai,Kolkata,0,No info,3597,1,6,2019,21,55,19,35,140
9736,IndiGo,Delhi,Cochin,1,No info,5684,27,6,2019,1,30,17,10,500
6413,Multiple carriers,Delhi,Cochin,1,No info,13587,27,6,2019,21,0,8,0,780
9444,IndiGo,Banglore,Delhi,0,No info,3943,6,6,2019,6,50,4,0,170
9064,Air India,Delhi,Cochin,2,No info,11753,12,6,2019,19,15,10,55,500
8007,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,12,35,21,50,885
5468,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,4,25,11,30,1015
5951,IndiGo,Banglore,Delhi,0,No info,3943,1,6,2019,15,50,13,0,170
3391,Jet Airways,Kolkata,Banglore,1,No info,13584,6,5,2019,10,5,18,55,910
5415,Jet Airways,Kolkata,Banglore,1,No info,13044,12,6,2019,19,50,18,55,1495
2560,Air India,Delhi,Cochin,1,No info,9929,24,5,2019,19,15,7,0,735
8162,Air India,Delhi,Cochin,1,No info,6692,27,3,2019,19,15,21,0,1335
2635,SpiceJet,Banglore,New Delhi,0,No info,4377,24,3,2019,8,35,5,45,170
5256,IndiGo,Banglore,Delhi,0,No info,4423,1,4,2019,3,25,0,30,175
3530,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,12,35,18,15,1100
8567,Air India,Kolkata,Banglore,2,No info,12434,6,5,2019,15,5,16,50,1335
1908,Jet Airways,Kolkata,Banglore,1,No info,13067,15,5,2019,9,45,17,0,1005
235,Air Asia,Kolkata,Banglore,0,No info,4409,1,5,2019,12,55,10,20,155
1604,Air India,Delhi,Cochin,2,No info,10651,27,5,2019,19,15,22,0,1275
7984,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,2019,0,5,21,25,160
9310,IndiGo,Delhi,Cochin,1,No info,6442,27,6,2019,12,10,5,5,425
3490,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,19,0,14,0,300
1994,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,12,35,22,50,825
2824,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,2019,9,30,21,25,725
9717,IndiGo,Delhi,Cochin,1,No info,6171,27,4,2019,16,10,5,5,665
1342,IndiGo,Banglore,Delhi,0,No info,4823,21,6,2019,22,50,20,0,170
8512,IndiGo,Delhi,Cochin,1,No info,6442,1,6,2019,22,30,6,50,940
1619,Jet Airways,Delhi,Cochin,1,No info,16079,21,5,2019,4,25,22,50,335
5287,SpiceJet,Banglore,Delhi,0,No info,3971,27,4,2019,0,5,21,10,175
2060,Jet Airways,Delhi,Cochin,1,No info,14189,21,3,2019,4,25,20,50,455
10415,Jet Airways,Kolkata,Banglore,1,No info,12692,6,6,2019,10,55,17,0,1075
2219,Air India,Kolkata,Banglore,2,No info,12723,12,6,2019,20,25,5,50,875
6038,Vistara,Banglore,Delhi,0,No info,4668,12,6,2019,23,50,21,0,170
260,IndiGo,Banglore,Delhi,0,No info,3359,3,6,2019,1,0,22,10,170
9800,Multiple carriers,Delhi,Cochin,1,No info,9627,27,5,2019,19,0,8,30,630
9093,Multiple carriers Premium economy,Delhi,Cochin,1,No info,10885,21,3,2019,1,35,19,0,395
3744,Jet Airways,Kolkata,Banglore,1,No info,13339,24,3,2019,19,40,6,30,790
2026,Vistara,Kolkata,Banglore,1,No info,8452,6,6,2019,9,5,7,10,1555
6988,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8849,1,4,2019,9,20,21,10,730
4234,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,9,4,2019,10,10,7,10,180
1917,SpiceJet,Banglore,Delhi,0,No info,3971,9,6,2019,0,5,21,10,175
1828,IndiGo,Chennai,Kolkata,0,No info,7295,3,3,2019,21,55,19,35,140
6233,GoAir,Kolkata,Banglore,1,No info,5171,1,4,2019,0,15,16,40,455
9767,Jet Airways,Banglore,New Delhi,1,No info,12547,12,3,2019,8,15,5,45,1590
6283,IndiGo,Delhi,Cochin,1,No info,9861,21,3,2019,13,20,7,30,350
4208,IndiGo,Delhi,Cochin,1,No info,6104,24,6,2019,1,30,17,30,480
224,Jet Airways,Delhi,Cochin,2,No info,13014,9,6,2019,4,25,5,30,1375
8915,Jet Airways,Delhi,Cochin,1,No info,15029,9,3,2019,4,25,2,15,1570
9333,Air India,Mumbai,Hyderabad,0,No info,3100,21,6,2019,22,25,21,5,80
6469,Jet Airways,Delhi,Cochin,1,No info,16079,3,6,2019,4,25,21,50,395
9850,IndiGo,Delhi,Cochin,1,No info,6069,15,6,2019,21,0,16,0,300
846,IndiGo,Banglore,Delhi,0,No info,3943,18,6,2019,8,20,5,30,170
4289,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,18,5,2019,20,45,8,25,740
5560,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,6,6,2019,11,20,8,20,180
2551,Multiple carriers,Delhi,Cochin,1,No info,7575,21,5,2019,19,15,4,55,860
117,Multiple carriers,Delhi,Cochin,1,No info,15147,3,3,2019,1,35,15,25,610
8837,SpiceJet,Banglore,Delhi,0,No info,3625,24,6,2019,12,20,9,30,170
5966,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,19,0,13,0,360
8195,Air India,Kolkata,Banglore,2,No info,9237,1,4,2019,23,15,16,45,1830
8659,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,20,45,14,5,400
7489,Air India,Kolkata,Banglore,1,No info,6528,9,6,2019,14,35,14,35,1440
5,SpiceJet,Kolkata,Banglore,0,No info,3873,24,6,2019,11,25,9,0,145
5342,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,18260,9,3,2019,12,55,2,15,640
9111,Vistara,Kolkata,Banglore,1,No info,7770,1,4,2019,22,55,20,20,1595
4324,Vistara,Banglore,Delhi,0,No info,5613,3,5,2019,19,35,17,0,155
1063,SpiceJet,Mumbai,Hyderabad,0,No info,2753,6,6,2019,7,15,5,45,90
2590,Jet Airways,Delhi,Cochin,2,No info,15129,18,5,2019,12,35,9,40,1615
8434,IndiGo,Kolkata,Banglore,1,No info,5386,9,5,2019,22,15,17,35,280
9352,Vistara,Kolkata,Banglore,1,No info,10842,24,3,2019,9,10,9,55,1395
3735,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,4,25,21,50,395
3517,Multiple carriers,Delhi,Cochin,1,No info,8405,15,5,2019,21,0,7,30,810
6986,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,18,5,2019,12,0,16,30,1170
6767,Jet Airways,Kolkata,Banglore,1,No info,12692,12,6,2019,19,10,9,35,575
5622,Vistara,Chennai,Kolkata,0,No info,3687,3,5,2019,9,20,7,5,135
1605,Vistara,Delhi,Cochin,0,No info,6741,1,6,2019,9,10,6,0,190
1733,SpiceJet,Banglore,Delhi,0,No info,4423,9,5,2019,0,5,21,10,175
9776,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,16,20,21,10,1150
9504,Multiple carriers,Delhi,Cochin,1,No info,7408,15,6,2019,21,0,8,0,780
3812,Jet Airways,Kolkata,Banglore,1,No info,13626,12,6,2019,18,15,8,25,590
10074,Air India,Kolkata,Banglore,2,No info,10676,12,5,2019,11,10,12,0,1390
1761,Multiple carriers,Delhi,Cochin,1,No info,11789,6,6,2019,19,0,6,0,780
5401,SpiceJet,Delhi,Cochin,1,No check-in baggage included,5158,6,6,2019,13,15,8,45,270
2739,Air India,Delhi,Cochin,1,No info,9929,1,6,2019,19,15,10,0,555
2472,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2647,6,6,2019,7,15,5,45,90
6738,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,19,50,20,0,1430
6891,Air India,Banglore,Delhi,0,No info,5228,15,4,2019,23,55,21,5,170
7943,Multiple carriers,Delhi,Cochin,1,No info,12192,1,6,2019,19,0,8,0,660
4206,Air India,Kolkata,Banglore,2,No info,10151,21,5,2019,21,50,12,0,590
6371,Jet Airways,Kolkata,Banglore,1,No info,10953,1,4,2019,21,5,9,35,690
9361,Air India,Banglore,New Delhi,1,No info,4943,21,3,2019,23,10,8,15,895
232,Air India,Delhi,Cochin,1,No info,10191,18,5,2019,19,15,13,0,375
8258,Air India,Delhi,Cochin,2,No info,9863,18,5,2019,19,15,16,40,1595
7561,IndiGo,Chennai,Kolkata,0,No info,3597,24,6,2019,15,35,13,15,140
6168,IndiGo,Chennai,Kolkata,0,No info,5277,12,6,2019,0,25,22,5,140
3596,IndiGo,Delhi,Cochin,1,No info,8542,1,5,2019,21,0,7,30,810
6288,Vistara,Kolkata,Banglore,1,No info,8452,15,5,2019,10,45,7,10,1655
4632,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,13,15,5,45,450
125,Air India,Kolkata,Banglore,2,No info,10676,21,5,2019,11,10,12,0,1390
7641,IndiGo,Banglore,Delhi,0,No info,4823,6,6,2019,10,5,7,10,175
6229,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11118,27,6,2019,12,35,9,40,1615
1296,IndiGo,Delhi,Cochin,1,No info,6069,18,5,2019,1,30,20,25,305
1976,Air India,Delhi,Cochin,2,No info,9443,12,6,2019,19,15,16,40,1595
9921,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,21,6,2019,8,35,5,55,160
10063,Vistara,Kolkata,Banglore,1,No info,13310,24,3,2019,9,10,17,0,970
5750,IndiGo,Banglore,Delhi,0,No info,4990,21,6,2019,21,20,18,15,185
8152,Air India,Delhi,Cochin,2,No info,9548,24,6,2019,19,15,12,0,435
3086,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,12,35,14,0,1355
9972,Air India,Kolkata,Banglore,1,No info,10203,6,6,2019,20,25,7,0,805
6882,IndiGo,Mumbai,Hyderabad,0,No info,3175,9,6,2019,18,25,16,55,90
9740,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,9,3,2019,11,25,8,55,1590
7673,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6093,15,6,2019,16,10,7,10,540
3345,Jet Airways,Kolkata,Banglore,1,No info,13731,9,6,2019,4,40,21,10,450
8172,Jet Airways,Kolkata,Banglore,1,No info,11467,9,5,2019,14,25,20,25,1080
9858,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,16,20,6,30,590
5870,Jet Airways,Kolkata,Banglore,1,No info,13067,21,5,2019,19,10,9,35,575
6506,Jet Airways,Kolkata,Banglore,1,No info,14781,9,5,2019,19,50,14,5,345
2797,Air India,Banglore,New Delhi,3,No info,13387,12,3,2019,18,5,17,25,1480
918,Air India,Kolkata,Banglore,3,No info,10991,12,5,2019,23,15,12,0,2115
1646,Jet Airways,Delhi,Cochin,2,No info,16704,18,5,2019,4,25,13,25,900
5122,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,2019,9,30,20,35,775
5126,Air India,Banglore,New Delhi,1,No info,8425,9,3,2019,13,20,22,0,920
4621,IndiGo,Delhi,Cochin,1,No info,14871,6,3,2019,1,35,18,35,420
6809,Jet Airways,Kolkata,Banglore,1,No info,13941,1,5,2019,10,5,20,0,845
364,Jet Airways,Kolkata,Banglore,1,No info,14231,24,3,2019,4,45,16,55,710
2125,Jet Airways,Kolkata,Banglore,1,No info,12121,9,5,2019,23,35,9,35,840
8150,IndiGo,Kolkata,Banglore,0,No info,4174,1,4,2019,16,55,14,25,150
8717,Jet Airways,Banglore,New Delhi,2,No info,23001,9,3,2019,15,55,8,55,420
55,Jet Airways,Kolkata,Banglore,1,No info,14231,24,3,2019,12,0,19,45,975
638,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,19,0,20,55,1325
302,Air Asia,Kolkata,Banglore,0,No info,5216,12,5,2019,12,55,10,20,155
5811,Air India,Kolkata,Banglore,2,No info,12324,21,5,2019,5,35,16,50,765
1276,Vistara,Kolkata,Banglore,1,No info,8452,15,5,2019,10,45,20,20,865
4432,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,11667,12,6,2019,19,15,7,5,730
3644,SpiceJet,Kolkata,Banglore,0,No info,5515,1,3,2019,19,45,17,15,150
4143,Air India,Banglore,New Delhi,1,No info,5626,9,3,2019,23,10,6,50,980
2878,Jet Airways,Mumbai,Hyderabad,0,No info,8040,21,6,2019,8,30,7,5,85
6493,Air India,Kolkata,Banglore,0,No info,5747,12,3,2019,16,45,14,15,150
5240,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,16,20,18,55,1285
9844,Air India,Banglore,New Delhi,0,No info,12841,3,3,2019,16,10,13,20,170
6937,IndiGo,Banglore,Delhi,0,No info,4591,27,4,2019,4,15,1,30,165
7240,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,12,5,2019,4,40,21,10,450
2593,IndiGo,Delhi,Cochin,1,No info,7074,21,4,2019,10,5,5,10,295
2393,Jet Airways,Banglore,New Delhi,1,1 Long layover,22270,1,3,2019,7,40,14,5,1055
523,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,21,5,2019,10,35,8,20,135
6376,Jet Airways,Kolkata,Banglore,1,No info,14781,9,5,2019,18,15,8,25,590
6981,IndiGo,Kolkata,Banglore,0,No info,4804,27,5,2019,19,50,17,15,155
6677,IndiGo,Delhi,Cochin,1,No info,6093,27,6,2019,21,0,6,40,860
3900,Jet Airways,Banglore,Delhi,0,No info,8016,24,6,2019,18,10,15,15,175
10084,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,2019,12,35,14,0,1355
5585,Air Asia,Delhi,Cochin,1,No info,6253,15,6,2019,22,25,7,55,870
9795,SpiceJet,Kolkata,Banglore,0,No info,3873,3,6,2019,11,25,9,0,145
7956,Multiple carriers,Delhi,Cochin,1,No info,13727,15,5,2019,1,30,13,0,750
7570,IndiGo,Delhi,Cochin,1,No info,8258,3,3,2019,1,35,20,30,305
6777,IndiGo,Banglore,Delhi,0,No info,3419,24,4,2019,3,25,0,30,175
671,Multiple carriers,Delhi,Cochin,1,No info,7888,21,5,2019,21,0,7,0,840
4188,IndiGo,Kolkata,Banglore,1,No info,4775,18,5,2019,20,5,15,15,290
666,Vistara,Banglore,Delhi,0,No info,5403,27,4,2019,23,50,21,0,170
3266,GoAir,Banglore,Delhi,0,No info,3898,21,6,2019,23,40,20,55,165
1887,Air India,Kolkata,Banglore,0,No info,5510,27,5,2019,16,45,14,15,150
8472,Air India,Banglore,Delhi,0,No info,6961,15,5,2019,12,45,10,0,165
9091,Jet Airways,Delhi,Cochin,2,No info,20064,3,3,2019,18,50,5,25,2245
7687,Jet Airways,Delhi,Cochin,2,No info,15129,21,5,2019,12,35,13,25,1390
6031,Jet Airways,Delhi,Cochin,2,No info,14441,3,6,2019,12,35,5,30,425
6090,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,9,5,2019,10,55,17,0,1075
6238,Jet Airways,Kolkata,Banglore,1,No info,14151,9,6,2019,14,25,9,35,1730
7350,Jet Airways,Delhi,Cochin,2,No info,13292,6,6,2019,19,0,21,25,1295
7830,IndiGo,Mumbai,Hyderabad,0,No info,3838,9,3,2019,22,45,21,20,85
760,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,18,6,2019,10,15,8,45,90
6254,IndiGo,Kolkata,Banglore,0,No info,4148,21,3,2019,17,45,15,10,155
1906,IndiGo,Delhi,Cochin,1,No info,14871,6,3,2019,21,0,7,30,810
3818,Jet Airways,Kolkata,Banglore,1,No info,13067,24,5,2019,9,45,20,25,800
6269,IndiGo,Delhi,Cochin,1,No info,14871,3,3,2019,1,35,9,10,985
4300,Jet Airways,Delhi,Cochin,2,No info,16809,6,3,2019,4,25,19,10,1995
5569,Multiple carriers,Delhi,Cochin,1,No info,13727,18,5,2019,1,30,15,0,630
7941,Air India,Mumbai,Hyderabad,2,No info,11647,12,3,2019,9,10,19,40,810
4164,Jet Airways,Kolkata,Banglore,1,No info,12692,12,6,2019,14,25,9,35,1730
5971,IndiGo,Chennai,Kolkata,0,No info,3597,21,6,2019,21,55,19,35,140
3579,Vistara,Kolkata,Banglore,1,No info,8452,6,6,2019,9,5,20,20,765
2832,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,12,35,2,15,620
5449,IndiGo,Banglore,Delhi,0,No info,3943,24,5,2019,0,15,21,15,180
3472,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,5,2019,12,0,21,10,890
6327,Air India,Delhi,Cochin,1,No info,12677,6,3,2019,9,25,20,40,765
137,Air India,Delhi,Cochin,2,No info,10441,27,6,2019,19,15,22,0,1275
7043,GoAir,Banglore,Delhi,0,No info,4632,9,4,2019,10,40,7,45,175
4892,IndiGo,Delhi,Cochin,1,No info,6573,9,4,2019,1,30,18,35,415
2180,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2175,12,5,2019,14,45,13,15,90
7730,Vistara,Delhi,Cochin,0,No info,6216,18,6,2019,9,10,6,0,190
3177,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,2019,12,35,20,55,940
4854,Jet Airways,Delhi,Cochin,1,In-flight meal not included,15190,12,6,2019,19,0,7,5,715
4637,Jet Airways,Delhi,Cochin,2,No info,16274,9,5,2019,12,35,5,30,425
5115,Jet Airways,Delhi,Cochin,2,No info,14300,27,6,2019,19,0,20,0,1380
9735,Jet Airways,Kolkata,Banglore,1,No info,14781,15,5,2019,19,50,6,30,800
7648,Air India,Kolkata,Banglore,2,No info,6117,6,5,2019,4,40,9,10,1170
4261,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1,6,2019,4,25,19,30,535
1331,Air India,Banglore,New Delhi,0,No info,4441,18,3,2019,19,45,17,0,165
7002,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,24,4,2019,9,30,6,55,155
9550,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,8,15,18,55,800
6941,IndiGo,Delhi,Cochin,1,No info,7006,21,5,2019,21,0,6,40,860
8017,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4160,21,3,2019,8,35,7,10,85
6241,Jet Airways,Delhi,Cochin,2,No info,13882,12,6,2019,4,25,9,25,1140
9521,SpiceJet,Banglore,Delhi,0,No info,3625,27,5,2019,12,20,9,30,170
10450,Jet Airways,Delhi,Cochin,2,No info,21219,9,5,2019,19,0,11,40,440
6881,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,12,35,13,0,1415
4530,Vistara,Chennai,Kolkata,0,No info,3687,1,5,2019,9,20,7,5,135
4673,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,7,40,14,5,1055
6996,IndiGo,Kolkata,Banglore,0,No info,4462,18,3,2019,23,5,20,25,160
1252,Jet Airways,Delhi,Cochin,2,No info,13014,1,6,2019,4,25,5,30,1375
3374,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1,5,2019,8,15,14,5,1090
2814,IndiGo,Banglore,New Delhi,0,No info,4777,9,3,2019,8,20,5,30,170
4719,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,18,5,2019,9,20,21,10,730
6544,IndiGo,Delhi,Cochin,1,No info,6838,3,6,2019,21,0,9,15,705
4858,SpiceJet,Mumbai,Hyderabad,0,No info,11005,1,3,2019,0,10,22,45,85
7901,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,19,0,19,45,1395
8580,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,2019,19,0,7,5,715
8427,IndiGo,Banglore,New Delhi,0,No info,6860,9,3,2019,4,15,1,30,165
1077,Air India,Delhi,Cochin,2,No info,11185,24,6,2019,9,25,7,5,1580
4363,SpiceJet,Delhi,Cochin,1,No info,6297,18,5,2019,11,20,6,5,315
770,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,21,5,2019,12,20,9,30,170
8865,Jet Airways,Mumbai,Hyderabad,0,No info,5678,3,3,2019,4,25,2,55,90
249,SpiceJet,Delhi,Cochin,1,No info,5264,6,6,2019,13,15,8,45,270
7239,IndiGo,Banglore,New Delhi,0,No info,5694,21,3,2019,15,50,13,0,170
3419,Jet Airways,Kolkata,Banglore,1,No info,14781,15,5,2019,20,45,6,30,855
4976,Air India,Delhi,Cochin,0,No info,5411,27,4,2019,21,10,18,5,185
4544,IndiGo,Kolkata,Banglore,0,No info,4804,24,4,2019,18,5,15,30,155
5565,IndiGo,Delhi,Cochin,1,No info,8330,9,5,2019,1,30,17,10,500
7939,Air India,Delhi,Cochin,2,No info,11281,9,5,2019,7,40,5,0,1600
716,Multiple carriers Premium economy,Delhi,Cochin,1,No info,10161,21,3,2019,19,15,7,30,705
10103,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,12,4,2019,11,25,9,0,145
2048,Air India,Kolkata,Banglore,2,No info,7662,24,5,2019,13,15,5,50,445
5997,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,5,2019,19,50,14,5,345
6600,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,12,35,13,0,1415
7245,IndiGo,Banglore,Delhi,0,No info,4823,24,6,2019,19,55,16,55,180
4178,Air India,Banglore,Delhi,0,No info,5228,15,6,2019,23,55,21,5,170
4809,Air India,Delhi,Cochin,2,No info,10651,9,6,2019,19,15,22,0,1275
9923,Jet Airways,Delhi,Cochin,0,In-flight meal not included,5443,15,4,2019,14,15,11,0,195
7140,Air India,Kolkata,Banglore,1,No info,7893,1,4,2019,23,15,10,0,795
7190,Air India,Delhi,Cochin,1,No info,7480,24,6,2019,9,25,17,20,965
1460,Air Asia,Kolkata,Banglore,1,No info,5192,1,4,2019,10,40,22,40,720
5989,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,1,5,2019,10,35,8,20,135
2000,IndiGo,Delhi,Cochin,1,No info,6270,9,4,2019,1,30,15,0,630
8175,IndiGo,Delhi,Cochin,1,No info,5684,27,6,2019,1,30,10,35,895
404,Air India,Delhi,Cochin,2,No info,13381,6,6,2019,7,40,6,50,1490
384,Multiple carriers,Delhi,Cochin,1,No info,12524,6,6,2019,19,0,7,30,690
9887,Multiple carriers,Delhi,Cochin,1,No info,13377,3,6,2019,1,30,15,0,630
9928,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,2019,19,0,15,0,1680
1633,Air India,Banglore,Delhi,0,No info,6961,12,6,2019,8,55,6,10,165
9999,IndiGo,Kolkata,Banglore,0,No info,5644,3,6,2019,16,55,14,25,150
4784,Air India,Banglore,Delhi,0,No info,5176,6,4,2019,8,55,6,10,165
9897,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,2019,22,5,20,25,1540
6970,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,12,5,2019,23,35,20,25,1630
3925,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,12,6,2019,4,25,6,45,1300
4158,Vistara,Kolkata,Banglore,1,No info,8452,1,5,2019,9,5,17,0,965
7449,Multiple carriers,Delhi,Cochin,1,No info,13377,27,5,2019,1,30,11,30,840
8415,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1,5,2019,22,35,16,30,365
2193,IndiGo,Delhi,Cochin,1,No info,11378,3,6,2019,4,35,23,30,305
1015,IndiGo,Banglore,New Delhi,0,No info,7303,24,3,2019,21,45,18,55,170
5124,IndiGo,Kolkata,Banglore,0,No info,4174,12,4,2019,14,5,11,30,155
7418,Jet Airways,Delhi,Cochin,2,No info,15129,18,5,2019,4,25,5,30,1375
7409,Jet Airways,Mumbai,Hyderabad,0,No info,5678,18,5,2019,8,30,7,5,85
8989,Vistara,Banglore,Delhi,0,No info,4668,3,6,2019,9,40,7,0,160
2871,IndiGo,Banglore,Delhi,0,No info,4823,27,4,2019,10,5,7,10,175
9,Multiple carriers,Delhi,Cochin,1,No info,8625,27,5,2019,19,15,11,25,470
1838,Jet Airways,Banglore,New Delhi,1,No info,16736,6,3,2019,23,0,5,45,1035
4804,Jet Airways,Delhi,Cochin,2,No info,12819,27,6,2019,19,0,19,10,1430
